Author,Publication Date,Review
davesnothere,"on July 1, 2019",The domain is different in a way you don't understand.
repolfx,"on July 2, 2019","The domain is different, indeed.Refuelling a nuclear aircraft carrier may be a complex operation but it's one for which the plan was already developed quite some time ago.To compare to software development is missing the point. Building a PC, installing Windows and all the apps you need might take half a day if you're experienced, and it'll take half a day each and every time: it's labour and you can't reduce the time taken to zero. That's like refuelling an aircraft carrier: executing a plan.But software development isn't like manual labour where you execute a pre-determined plan. It's more like researching how to build the aircraft carrier. Once the plan (the software) is built, installing and executing it is trivial and takes very predictable amounts of time, which means software developers are almost always doing ""research"" even if it doesn't seem that way.How long did the first nuclear aircraft carrier take to design? Well, literally the first sentence of the Design section of the wiki article for USS Enterprise says:Enterprise was intended as the first of a class of six carriers, but massive increases in construction costs led to the remaining vessels being cancelledSo I guess ship designers suck at estimating about as much as software developers do."
BurningFrog,"on July 1, 2019","One way software is different is that you're always doing things you've never done before. Because if you've done it before, you can just reuse that code.This is probably not how the refueling nuclear aircraft carriers projects work.That said, it's usually not quite as completely unknowable as  your last sentence. Then again, it frequently is.The real tension is about trust. When people think engineers are lying about their estimates."
zentropia,"on July 1, 2019","I will say that in sfortware you can estimate but because there are many unknown things it's difficult.Is a bit like ""How long it will take to discover the cure for cancer?"""
mdpopescu,"on July 2, 2019","Yes!""We have this problem, you see, where cells sometimes start to multiply aggressively instead of doing their job. That's a bug, the customers are complaining. How long will it take to fix it? What do you mean you don't know - not even a ballpark estimate?"""
reroute1,"on July 1, 2019",You refuse to accept that there's a possibility of something in a domain you have no understanding of... That sounds like a very illogical refutation in itself
rhizome,"on July 1, 2019",N/A
buzzerbetrayed,"on July 1, 2019","Could you expound on this? I’m not saying I disagree, I’m just not sure which part of what he says disqualifies software engineering from being “engineering”"
rhizome,"on July 1, 2019","Start with the HUGE failure rate in software development. There is no provable reliability and/or costing, nor is there any form of standardization beyond RFCs and ""best practices."" One might even doubt that it's even possible for there to be standards like you see in capital-E Engineering due to the unique and complex nature of general computing systems.To sum up, software development requires too much trust, way more than would be acceptible in an aircraft carrier or airplane or nuclear bomb. Or refrigerator."
tra3,"on July 2, 2019","What about Engineering (or, construction, say) being hundreds of years old vs software development only 50?Not arguing with your main point, but curious to hear your thoughts."
repolfx,"on July 2, 2019","Software engineering is clearly engineering. The main difference is simply that in the software world, engineers often report directly to people who aren't engineers. This basically never happens in other fields - e.g. all buildings, tunnels, railways etc are built by dedicated engineering firms founded and run by more engineers. The exception in software is of course the tech industry, which routinely pulls off engineering marvels.Projects usually go wrong, or are ""late"" (relative to estimates engineers didn't want to give in the first place), when they're being closely controlled by people who are not engineers. The recent article on Berlin's new airport being a case in point, where the politicians tried to double its size after it started being constructed and the entire project collapsed in a heap.Now imagine that happening all the time, every day. That's the enterprise software world."
Frost1x,"on July 1, 2019","I'm the same way but only about 15 years experience. I have a friend recently retired who has done a wide variety of software development since the era of punch cards (at least 40 years development) and he agrees with me entirely.I'm not sure how people can provide any reasonable estimates, especially these days when technology is shifting even faster under your feet unless it's a clone of something you've already done in a specific set of technologies that haven't changed.For me, I simply make a very conservative guess and use a 2x or 2.5x multiplier to be safe. I'm usually far ahead of schedule but there have been occasions I as happy I added a 2.5x multiplier in. Everyone is typically happy... the fact is, my estimates are garbage."
danmaz74,"on July 1, 2019",Even those estimates are good for people who have no clue if something can take 2 weeks or 6 months. They're not garbage.
vnorilo,"on July 1, 2019","This is what I do! I disagree on 'garbage', though, I would say that you sound like you estimate very well, and that factor of 2.5 uncertainty is reasonable given all the unknowns in this line of work."
username90,"on July 1, 2019","> Everyone is typically happy... the fact is, my estimates are garbage.If people are happy with your estimates then they are good estimates."
snarfy,"on July 1, 2019","You go to the mechanic and tell them your car won't start - nothing happens when you turn the key.  You ask them how long it's going to take to fix and how much it will cost.They don't assume it's the starter and tell you it will be $400 for parts and labor.  They tell you it will be $150 diagnostic fee and the diagnostic will take two hours.  Then they call you and tell you the cost to fix and time it will take.For whatever reason, software engineers don't have the luxury of doing a diagnostic.  We are made to guess up front and assume it's the starter, when we really have no idea what rat's nest is under the hood until we look."
theptip,"on July 2, 2019","> software engineers don't have the luxury of doing a diagnosticThese are called ""spikes"" in the agile community (no idea why), and ""prototypes"" elsewhere.If you feel that the error bars are too wide on your estimate, you should build the minimum prototype required to reduce the uncertainty to tolerable levels.I like to schedule these at least a sprint prior to kicking off the main task, so that you can benefit from the improved estimate accuracy when actually scheduling the thing."
rufflez,"on July 2, 2019","Often, you think it is a car, and then when you start to work, you realize it is actually an octopus"
gilbetron,"on July 2, 2019","I love this comment!The analogy I've been using lately is that it's like estimating how long it will take to pack your kitchen when you are moving, except sometimes you open a cupboard door and there's another kitchen inside."
GFischer,"on July 2, 2019","For whatever reason, software engineers don't have the luxury of doing a diagnostic.That´s not necessarily true. I´ve worked with very good, serious consultancies, and I´ve seen a quote for thousands of dollars for exploratory work to give an estimate. Of course that was for a million dollar project - smaller projects might not have this opportunity.Other companies had some interesting approaches where they gave order-of-magnitude estimates and then refined the estimate iteratively."
disqard,"on July 1, 2019",This was a good analogy!
jtolmar,"on July 1, 2019","Most time estimates aren't necessary in the first place and it's aggravating that we need so many of them. Yes it's mostly a stick to beat devs with.But since folks reading this will probably need to make estimates anyway, this tends to be accurate: Estimate it'll take as long as the most recent similar thing you've done (real time, not heads down time). Resist the urge to trim out parts of the previous task that aren't related (you'll have new yak shaving) or related to mistakes you've learned not to make (you'll make new ones). If it's really different from anything previous, look for a time you had to learn something and implement a new system based on what you learned (you're allowed to be meta)."
mdpopescu,"on July 2, 2019",N/A
jen729w,"on July 1, 2019","After many years in large infrastructure transformation projects, Johnny’s Rule of Threes now goes like this:1. The first time you do something, you can guess how long it will take and what the detailed steps will be, but that is all. You should still plan it, but during execution of this phase you must take copious notes. Do not expect it to be correct.2. After you have done something for the second time — using what you learned from the first time — you should end up with an accurate schedule. This schedule contains all of the steps required to do the thing along with accurate estimates of time and cost.3. The third time you do the thing, you are able to do it to schedule and to budget."
nitely,"on July 6, 2019","I can see how this would work for software boutiques doing fairly similar projects each time, or projects with very similar parts, but not in complex products. Much less for software that does not use any kind of framework or follows any kind of recipe. Sometimes it's just step 1 in a loop."
allenu,"on July 1, 2019","I agree. My theory now it's due the fractal nature of the tasks in software development. To design at a high level and break out the work, you have to make some assumptions about the ground-level designs (i.e. how individual components talk to each other). As you start implementing those, you'll have often encounter unexpected constraints that require you to rework the high-level design. As you progress through implementation, you find more and more tasks that need to be done and eventually the number of tasks generated levels off and starts to decay and it's only then that you really have an idea of how long you need (assuming no large bugs surprise you at that point).I find even heuristics like double your estimate or padding it aren't useful because there's so much variance."
cwyers,"on July 1, 2019","Flip it around: it's really hard to budget, plan for staffing, make commitments, etc. without the ability to give estimates of this sort. The best thing to give yourself when giving estimates of a dificult sort is the freedom to be wrong, and the ability to express how confident you are in such an estimate."
bsder,"on July 2, 2019","> Can we stop pretending we can forecast the unknown?Except that you're wrong.We predict quite well, thanks.  The problem is that everybody ignores the predictions.Most people predict approximately where the 50% probability is with maybe a little fudging.  And they tend to be pretty good at it.The problem is that everybody just adds those up.  And that's the disaster from a statistical viewpoint.Things can only come in so early, but they can come in infinitely late.  A blown schedule on an early dependency throws everything out of whack far more than a late dependency would.We can roll these up in a proper way.  We can run Monte Carlo simulations and get ""real"" numbers.  People have done this and the results are remarkably accurate.The problem is that someone in management will always undercut the realistic estimate for personal gain.  And then wind up longer than the estimate at the end.And, the worst part is that this is RATIONAL.  The only way to get a project completed is to start and get the sunk-cost fallacy rolling in the powers-that-be."
matthewhartmans,"on July 1, 2019","I think this is where a 'spike' solves your problem.By creating a spike, you can do some initial investigation into how the code is written, what's involved, how long it will take, etc.Once you have completed your spike, you can come back to the original piece of work and give a better estimate based on your findings."
eropple,"on July 1, 2019","In the perfectly spherical Agile world, yes.In practice, for anything that's new, your project devolves into a set of spikes for development because your time-boxed investigation leaves unknown unknowns everywhere. Which is fine in that perfectly spherical Agile world, but it makes less-than-perfectly-spherical stakeholders very upset that they are not getting to use the Agile stick to beat over their developers' heads, as they have been trained to do."
dymk,"on July 1, 2019","Maybe a spike takes a week. Maybe a spike takes an hour. I can't estimate that.Which would be fine, but then management or the PM expects me to loop back around when a spike is complete. I'd rather just continue engineering a solution when I'm done investigating, which is the natural progression of things.I'd rather treat {get requirements, investigate, implement, debug, deploy} as a single atomic task, rather than splitting it across N meetings for planning the sprint, planning the spike, meeting with the PM for more requirements they forgot to put in the user story, describing it at a retrospective, showing it at a demo.Now I know somebody will say ""But that's now how agile works!"". Well, we have a few agile ""coaches"" that were embedded in our teams who would disagree."
nprateem,"on July 1, 2019","What are you doing in a spike? If you can't work out after a day the rough complexity of the task (bearing in mind you should be working on a small deliverable) there's something seriously wrong. You're not meant to be doing the work in the spike. If your research spike shows that it could be a can of worms, then the outcome of it should be another ticket for a proof-of-concept for another sprint, but with specific goals (e.g. ""get a POC working that does X, Y & Z"")."
theptip,"on July 2, 2019","> Maybe a spike takes a week. Maybe a spike takes an hour. I can't estimate that.Timebox it then! If you think the spike is going to take a day, and it turns out you'd need a week to even get the prototype working, then that's a successful spike -- you dramatically increased the lower bound on your estimate.(Sadly by the asymmetry of estimation it seldom happens that you think it's going to take 5d and it ends up taking just 1d)."
matwood,"on July 1, 2019","> Which would be fine, but then management or the PM expects me to loop back around when a spike is complete. I'd rather just continue engineering a solution when I'm done investigating, which is the natural progression of things.This has nothing to do with agile. Feature X may sound great if it takes 2 weeks, but if it takes 6 months I may not consider it worthwhile right now. Engineering is not just about building something, but dealing with constraints like time and cost."
omikun,"on July 2, 2019","Sure, that works for adding something without a lot of connections. But if you are tasked to add a feature that has many hooks into a complex system (plus additional unforseen hooks that you won't realize is needed until you implement it), it's basically a stab in the dark. You can guess a time, then triple it."
Isamu,"on July 1, 2019",">That's when I knew it was time to leave that teamCurrently in that situation. My ""agile"" estimate blew up by a factor of as much as 10, just because the ask was conceptually very simple, even to the domain experts I consulted. And by bad luck the way I was implementing the story it happened that the issues unfolded one-at-a-time, rather than somewhere in the beginning where we could have broken things up into more stories with additional time.I mean, it happens in engineering sometimes. We engineer our way out of it, and the engineering is solid in the end. But no, we blew up our story, so all that working nights and weekends to get back on track are for naught."
matwood,"on July 1, 2019","In retro we would have asked 'what happened and could we have avoided this?'. Then we would have broken up the now expanded unfinished work, and asked the PM if they want to continue knowing it is 10x more work than expected. If yes, cool we pull in the tickets next sprint and keep going. If no, we wrap up anything in progress and maybe come back to it later.Shit happens. The end of a sprint is there to highlight issues like this so the business side can re-evaluate if continuing is still a good idea.I don't want anyone on my team working nights and weekends to finish a sprint task (system going kaput is the only time I would reach out for help). Anyone letting their team work normal sprint tasks on nights/weekends is not going to keep their team very long. They will either quit or burn out and stop working."
jboy55,"on July 1, 2019","I've had to give estimates for my entire 20 year career, half of which wasn't 'Agile'. So first, Agile has nothing to do with this, in fact, Scrum tries to over come this by splitting up tasks into smaller chunks with frequent demoing, re-prioritization etc. It was much worse before this.But to everyone, if management is going to beat you up with your estimates, maybe find a place where management doesn't? The pathological thing described in all of these situation isn't Scrum, Agile, or giving estimates... Its the managers who beat up employees."
matwood,"on July 2, 2019","> Its the managers who beat up employees.Agree completely. There is a difference between management pushing and beating up though. Sometimes I wonder if people get upset at normal pushing/asking for clarification. I've seen both from management, but have also seen engineers get unreasonably upset at simple questions around an estimate."
jboy55,"on July 2, 2019","What I've found is that when engineers are sensitive to giving estimates its a symptom of some sort of insecurity around their work. They're probably also feeling that they are 'outside' the decision making/power structure.What helps is first identifying why an engineer is feeling insecure about their job, imposter syndrome, some sort of life events you may not know about. If the engineer hasn't been having issues delivering, then you want to really talk with them and find out what it is. Why do they feel they're going to get in trouble or 'beat up' if they don't hit the estimate. If they have been having issues, then you should be identifying why those issues have been having, but that is a whole different set of issues than what I think this thread is talking about.If they are feeling outside, this is probably evidence that this engineer feels that they've been shut out giving input for the 'how' or 'why' questions surrounding the design of the project. They also maybe having resistance to opting into what the goal/product is. Perhaps the goal isn't clear, perhaps the goal isn't well defined, or there is some bigger issues.Finally, if you as a manager aren't constantly getting estimates as the project is progressing, especially if you aren't using an agile framework, then you need to. If you are using it, have you pointed your backlog without input of the team? Are the scores stale and if you repointed, with new info the scores would be much different?If you (anyone reading this) are a manager and you think your job is to get an estimate and drive your engineers towards that, then you are only doing only a superficial part of the job."
rhizome,"on July 1, 2019",">My ""agile"" estimate blew up by a factor of as much as 10, just because the ask was conceptually very simplePlease do not feel bad, nor let anybody make you feel bad about this. It's absolutely natural for this to happen. If anything you could use it to ask for a junior or intern to delegate implementation details while you dig further into the coal mine of this feature.""Simple is hard."" What you can learn from this (beyond team pushback) is what kinds of questions can be asked to figure out if a simple ask is masking 10 other things."
celticmusic,"on July 1, 2019",why in the world would you ever use the end of a sprint as a hard deadline?That's broken from the get-go.
abawany,"on July 1, 2019","Broken, but very very common, IME. All of the agile-phile places that I have had the misfortune to interact with had things like sprint commitments, and etc. Very abusive and quite the opposite of 'people over process'."
Isamu,"on July 1, 2019",>That's broken from the get-go.Indeed.
rhacker,"on July 1, 2019","I know that kind of environment too. Usually some department head is a YES person, saying the delivery can be done in some timeframe X. Then timeframe X is told to the dev team and the dev team says X + 50 days. Then the dept. head goes back to the sales team and by that time it's too late. Then the entire organization pushes down on the dev team with fury. The product is of course released in X + 75. (because you always need to double or triple the dev team estimate)Those environments are toxic and the sign of toxicity is that the estimation process is not up for discussion (AKA the dept head keeps doing it again and again and no heads roll)"
bfrydl,"on July 1, 2019","There's a balance to it for sure. It sounds like estimation was taken far too seriously on your team if it was affecting you outside of work too. However, estimation is one of the primary skills of a software engineer. It's always hard to estimate well, but it's infinitely harder for a less technical person to do it for you. I think it's important to understand that and do one's best to improve at it over time."
tootie,"on July 2, 2019","I just screamed this at someone (over IM, not really screaming) that estimates in scrum are meant to measure complexity and not time to completion. There are still people in 2019 saying things like ""1 point is 1 day of work"" and I want to murder them. The whole point of scrum is that time estimation is futile.Estimate complexity and then measure your velocity as tasks get completed and you can make a rough forecast of future velocity."
matwood,"on July 1, 2019","Estimates are like the cones of uncertainty NOAA publishes during hurricane season. A simple task I have done before is at the bottom of the cone.Possible complexity and unknowns push my estimates further out the cone. Less than a year, but more than 3 months is my standard answer for those random 'how long will this feature take' that I only have a vague idea about [0]. I then follow up asking if they would like to schedule a few weeks of research to close the cone a bit.The point is that you have to manage the person asking for the estimate. Teach them that unknowns means something could take a day or a month.I've only had one person really be a jerk about it, and my response was to make the estimate whatever they wanted. If they were not going to listen to me, then there was no point in giving an estimate at all. That response was from my younger, smart ass self though YMMV.[0] This also depends on what is being asked. How unknown are the unknowns? For example, is the feature clearly visible in another product?"
ericmcer,"on July 1, 2019"," If you are a good engineer and a valuable member of the team people will know, whether you hit your estimates or not. It’s almost like the better you are at actually producing the less you need to worry about the red tape. If you are invaluable and crushing projects no sane manager is going to fire you over your estimate accuracy, but if you are doing poorly and not producing they may point to it as a problem area. I have only worked for small-mid size teams though so maybe it is not like that for huge ones."
galaxyLogic,"on July 1, 2019","I usually reply: Give me a week to look into it then I will have more insight into how long it might take.But you are right the problem is you can't estimate (correctly) how long it will take to do something your organization has never done before, that's what should be made clear to them.At the same time it is true that estimates get better as we start working on it, and the work can start by focusing on the unknowns to figure out how difficult they are to do. If that is a plan they agree to."
gesman,"on July 1, 2019","Sometimes it's good to give people what they ask for [insist on], even if it does not make a sense.No anxiety needed.Then calmly explain that the reason things didn't work out as [they] expected is because in real world things doesn't work the way they want or fantasy about.Suggest better approach. If they refuse and keep doing [asking] the same thing all over again and expect a different result - then let it be their insanity [or anxiety], not yours."
ChrisCinelli,"on July 2, 2019",N/A
majikandy,"on July 1, 2019","Spot on! I’ve also been developing software for over 20 years and my estimates have never improved. I think an order of magnitude is the only reasonably useful estimate, which can then feed into the question “is it worth doing it or not?”"
carlmr,"on July 1, 2019",Use a random number generator to generate your estimates and slowly modify the mean until it matches expectations.I bet your estimates won't be as far off as your colleagues'.
java-man,"on July 1, 2019",N/A
LyndsySimon,"on July 1, 2019","> I think there is a way to give an estimate (have been doing it myself for a decade), even for dependencies that are not known from the start.I agree with this. The problem is that estimates vary, and that management teams often don't understand the way they vary. It's one thing if your estimates are precise and are generally accurate within 20%; it's another if your estimate is ""it will likely take between six months and three years"", and a third of the time the actual required time falls outside even that range.... and yes, there are many projects for which such a large estimate wouldn't be unreasonable; nor would it be unreasonable for there to be unexpected breakthrough or challenges that significantly impact the timeline.> Is this something that HN audience is interested in?I can't speak for the community, but I think the only way you can know the answer to this question is to post it :)"
justinpombrio,"on July 1, 2019","> Is this something that HN audience is interested in?Are you teasing? Yes, we want to know! Though frankly I'm incredulous."
java-man,"on July 2, 2019","No, I wasn't teasing, but I wasn't sure that people would find it interesting (at least, this was my expectation based on experience).I tried to describe the process somewhere in this thread."
justinpombrio,"on July 2, 2019","It just sounded like teasing because it's a famously hard problem.But having read your proposal, I actually totally believe that that could result in accurate time estimates. To summarize, remove the unknowns by planning things out beforehand, then count how many hundreds of small pieces you'll need! That sounds plausible as long as what you're doing is straightforward. (E.g., no crazy database optimizations needed to make things fast enough, no crazy ML techniques needed to make things accurate enough, no crazy algorithms needed to solve NP-hard problems, etc.)"
java-man,"on July 2, 2019","You are right: non-trivial things are hard to estimate - as tasks may not even have an upper time limit.But in the majority of software development projects the tasks are trivial, and it is possible to enumerate all the little details and their dependencies.I was thinking of writing a tool to support the process instead of using excel, but unfortunately the dev has stalled due to lack of time on my part.https://github.com/andy-goryachev/ReqTraq"
rhizome,"on July 1, 2019",Fred Brooks would be incredulous.
Bjartr,"on July 1, 2019",I'd love to hear what you have to say in the topic.
java-man,"on July 1, 2019","Sorry, tried to answer and apparently I was ""posting too fast"".One may start with enumerating the features that needs development (a.k.a. ""user stories"").  Also enumerate external dependencies, team overhead (more people working together means overhead is greater).  For each feature enumerated in step 1, try listing as much detail as possible, also listing open issues and unknowns.For example, list all the UI elements under development.  List all individual functions / use cases that need distinct functionality (classes, functions) to be developed.  List all the test cases.  List external APIs, enumerate different ways the said API can be used.  Enumerate failures and possible recovery actions.I'll give you an example: a login dialog for an application.  This starts as a two page requirements document, which balloons to around 120 items using this method.This alone should give a good idea at the start of the project.  Keep doing it (enhancing the level or detail), while keeping the ratio of initial estimate vs real value - that will help in estimating the remaining portion of the work.The problem (the way I see it) is that we don't really have the tools to do this kind of tracking and analysis.  Jira and similar systems don't even come close.Here is an attempt to apply the methodology using Excel:https://github.com/andy-goryachev/PasswordSafe/blob/master/F..."
silveroriole,"on July 1, 2019","This is roughly how I was taught to estimate. It is accurate but takes time and everybody hates the result. Management halved my estimates without telling me, made fun of my mentor’s estimates, complained about needing to know everything upfront (not very agile eh!), etc. I think you are right and estimating is more of a solved problem than we think, some people just don’t want to admit it!"
java-man,"on July 1, 2019","Oh yes, my experience as well.  I just hope these companies do not manufacture aircraft or nuclear power plant software."
stronglikedan,"on July 1, 2019","And then the customer decides that they don't want to move forward with the project because it's too expensive. Oh, and they don't want to pay you for all the time you spent estimating because no one pays for estimates up front anyway."
java-man,"on July 1, 2019","Yep.  30% upfront.But actually, once you show the customer what's involved, and give them a realistic estimate, it might reduce the chances of cancellation.  The discussion might be steered towards what they really want, or prioritization of deliverables.A mockup (and multiple iterations thereof) might be necessary as well."
DougBTX,"on July 1, 2019","https://www.microsoftpressstore.com/store/software-requireme...That book is from this perspective, that you can work out what needs to be done for a project before actually doing it."
nprateem,"on July 1, 2019",N/A
NullInvictus,"on July 2, 2019","I've become convinced over the years that upper management doesn't really care about 'estimates'. What they care about 'commitments'.Every team I've been on has had upper management drive team leaders to get 'commitments'. They want some form of emotional investment in the work. That way, when scope has arbitrarily changed or a massive problem has lead to run over, they can stare at you like a whipped puppy-dog and say ""I know it's 10PM and you want to get home to your wife, but you promised us, you committed, to getting this done on time...""Pure emotional exploitation. The ideals of agile are laudable. I was the excited bannerman of my first agile experience and I read the manifesto with a lot of hope. However high-minded agile is, the language is too easily co-oped into the worst sins of management. In many places it exists solely to blackmail free overtime out of engineers, get away with micro-management, and ride engineers with false deadlines under a guise of hipness and modernity.Estimates are just there for a false sense of stakeholding, or at best a ballpark cap so you don't work yourself into suicide. They can't be made accurately even if we could estimate properly, because all estimates are constantly second guessed by people who are making judgmental jokes about sandbagging, or asking ""Are you really sure it'll take that long?"" in voices that practically scream ""chilling effect"". More than a few possibly realistic estimates are torpedo'd by managers who are looking at their roadmap and tsking about how they don't line up.I would even say accurate estimates are actively undermined. I've worked at companies which have positive work images abroad, and even there any team which was on time found either its sprint budget slashed, or scope increased until it was forced behind. The underlings won't do over-time if they don't feel the squeeze.Story points, velocity, burndown, and any other metric you can think of that Agile courts are absolutely useless, because this industry refuses to come to terms with Goodhart's Law. I just watched a 10 million dollar project go up in flames. Their sprint graphs were great, and a constant buzz was going about the company about how these teams were setting the standard, meeting their metrics and goals consistently. Only recently did the CEO get down to business and figure out that all the metrics were bogus, and that for the past year all of the PMs and teams had been gaming the system to hide the fact that they were way behind schedule and over budget. The project was quietly scrapped and nothing changed. The shell games continue to actively sabotage data. I only know of the fallout because of who I sit next to.Most of the benefits of agile seem to fail basic contact with humans unless they are backed by outstanding and visionary leadership. Most companies do not have that, yet they still find value in switching to Agile. Why? Maybe because even in total collapse it provides an unparalleled system for squeezing out more overtime, in my cynical opinion anyways.I don't really what else to offer in place of Agile. I'm not that intelligent, but I don't really feel the industry can come up with a good development model of software development culture until it stops what it's doing and starts acknowledging problems arising from basic psychology, politics, and data gathering."
hector_vasquez,"on July 1, 2019",N/A
agumonkey,"on July 1, 2019",Probably lost 10 years due to that.
curtis,"on July 1, 2019","Any software development methodology or process is going to come up short if it ignores the fundamental nature of software development, which is: We do not know what we're doing until we do.  Any process or methodology that tries to extract promises out of the software development organization about things that are still in the we do not know what we're doing phase is going to result in disappointment at best and serious harm to the overall effort at worst.And it turns out that it's not unusual for software developers (and consequently software development organizations) to spend more time in the we don't know what we're doing phase than the we do know what we're doing phase.  That sucks from a management point of view, but no amount of process is going to make the problem go away.  The best you can do is manage the risk.  We don't need good processes or methodologies nearly so badly as we just need management enlightenment about how software development actually works."
LarryDarrell,"on July 1, 2019","That's the truth, except, I can't tell clients that ""I'll know how long it will take when I'm halfway done."" The best I can do is look at prior work and multiply by the LarryDarrell Constant of 1.5."
klodolph,"on July 1, 2019","I think one of the top skills for management / senior dev is to be able to translate between software estimate uncertainty and the business reality surrounding the schedule.For example, if you ask, ""How long will this project take?""You could just say, ""I don't know. At least two weeks, but it might take as long as six months."" This may be accurate but it's not helpful.Or you could say something like, ""In a half day I could put together a preliminary design, and identify the most uncertain parts of the project. From there we could figure out what is needed to tighten the schedule or adjust the requirements.""And I think that one of the more common problems with managers in larger orgs is that they can't tell the difference between somewhat arbitrary deadlines (we want this for Q3 to look good in our org, but we can break this project into smaller milestones and push it back if necessary) and deadlines that reflect the reality of business (we want this for Q3 because this will have cascading effects on other parts of our business, and if there are problems we need additional resources or an adjusted scope).Any time there is a deadline, the manager should have a clear understanding of the consequences of missing that deadline, and be able to communicate that to the engineers. The efforts to come up with a schedule and milestones should be collaborative. Too often there are mandates that have unclear consequences for missing them, and when schedules slip you have no idea what you are supposed to prioritize."
Skunkleton,"on July 1, 2019","> multiply by the LarryDarrell Constant of 1.5.Funny thing. If you do this organizationally, then you eventually end up making larger and larger estimates. IMO it is better for management to understand the inherent risks associated with engineering estimation and build the padding on their end."
Sharlin,"on July 1, 2019","Hofstadter’s law: It always takes longer than you expect, even if you take into account Hofstadter’s law."
Scarblac,"on July 1, 2019","And the time estimated is always used up, at a minimum."
lettergram,"on July 1, 2019","I usually do 2x my expectation. I keep track of my prior estimates and compare against my real time. I normally miss by about 30% - 50%, this leaves me a fair margin. It’s also been improving with time, which means I’m getting better at assessing my skills and problems.For me, I tend to work quicker than other contractors / employees, so I still often beat out the other quotes (time or money). That’s not always the case for others, so they margin of safety may not be there. In which case, multiply by a smaller constant."
namaemuta,"on July 1, 2019","You can tell them ""A wizard is never late, nor is he early, he arrives precisely when he means to."""
curtis,"on July 1, 2019","I kind of lean towards double the schedule and cut the scope in half and hope that maybe we can deliver a little extra credit work.It's important to note that padding schedules is not just done in software, it's a common practices in all sorts of engineering.  It's not bad that we do this, it's bad that management often doesn't understand that we do this and doesn't understand why.  The understanding why part is actually really important, because that means management can be expected to do their part in managing the uncertainty or at the very least they can be expected to be careful about not making the situation worse."
ianstallings,"on July 1, 2019","It's a tough nut to crack. Think about fields like architecture and engineering, where the historical knowledge is well over three thousand years. Yet they still have failures, go over estimates, and generally suffer the same issues that we do, but at much greater costs."
ryanmarsh,"on July 1, 2019",We do not know what we're doing until we doIronic that so many Agile coaches like to bandy about Dave Snowden's Cynefin and then act entirely opposite of what it recommends.
curtis,"on July 1, 2019",From https://en.wikipedia.org/wiki/Cynefin_framework:> The Cynefin framework is a conceptual framework used to aid decision-making.
tootie,"on July 1, 2019","I was prepared for our weekly ""I Hate Agile"" post, but this one is actually really great. It's a lot of the arguments I make to Agile haters. The fundamental problem that drives most agile failures isn't in the team's execution, it's in the business' expectations. One side is signed up for incremental delivery, and one side is set up for a fixed scope and deadline and the result is misery. I think this article makes a lot of good points. Scrum isn't the complete answer, but it's a big step in an organizational transformation. I think it's suffered a lot from being oversold."
Bartweiss,"on July 1, 2019","> One side is signed up for incremental delivery, and one side is set up for a fixed scope and deadline and the result is misery.This is a brilliant summary, thank you.The best 'agile' experiences I've had are situations where the 'clients' are directly involved, often within the same organization. Instead of a hard scope or deadline, there's just a shared interest in producing a valuable product efficiently, and the users are on-hand throughout the process for feedback and reevaluation.The worst experiences have been waterfall contracts, developed by an internal simulation of agile. The software team does frequent ""releases"" to business or management, who provide feedback and feature requests, but the actual recipients are uninvolved outside of occasional demos, or contacted only indirectly by non-programmers. The result is almost always thrashing, with time and effort spent pointlessly satisfying the forms of agile even though the real timeline and customer feedback are unyielding."
opportune,"on July 1, 2019","In large enough orgs, internal clients can end up being just as bad as external clients, or even worse since they have a direct line to your PM, can track your feature board, etc. yet there is basically no sense of camaraderie or shared goals.I'd say generally IME they are still preferable, but occasionally can be more painful."
madeofpalk,"on July 1, 2019","> waterfall contracts, developed by an internal simulation of agile.We call this wagile"
goalieca,"on July 2, 2019",I just call it agile. It’s the common form.
ksenzee,"on July 2, 2019",We call it scrummerfall.
tootie,"on July 2, 2019",We call it frAgile.
wayoutthere,"on July 1, 2019","I agree entirely!I often sit between the business and tech orgs, so the way I explain it to the business is this: I can get you detailed status reports and metrics, but they will slow progress and be expensive. So think about why you need that information: if there are legitimate business reasons with dollars attached, go for it. If it’s just to soothe your anxiety about the timeline, a therapist will be far cheaper and more effective."
usrusr,"on July 1, 2019","“One side is signed up for incremental delivery, and one side is set up for a fixed scope and deadline and the result is misery.“That's just one example of the general value I like to ascribe to ""AINO"": it gives you a useful mental model of the delta between what you have and a known good process, making it quite easy to name the missing pieces. This usually doesn't make it easier to actually fix their absence, but at least you know where to start with damage mitigation. When waterfall fails, you just throw your hands in the air and say ""more of the same""."
arendtio,"on July 1, 2019","Actually, I think Scrum is just a first step to give the development team some autonomy to create a bubble in which it can play by its own rules. AFAIK, mediating between the development team and the expectations of the management is the job of the Scrum Master [1]:> The Scrum Master serves the organization in several ways, including:
> ...
> - Helping employees and stakeholders understand and enact Scrum and empirical product development;So, I am not saying that it is an easy job. Many managers just hear what they want to hear, so it can be quite difficult. But if your team has such issues, be sure to support your Scrum Master with good arguments to help him make managers understand what it means to use Scrum (and become Agile).[1] https://www.scrumguides.org/scrum-guide.html#team-sm"
dsego,"on July 1, 2019","The author (https://medium.com/@charles.lambdin) has a whole series of blog posts on this and similar topics, a very interesting read."
