Author,Publication Date,Review
123pie123,"on Dec 19, 2021","in my experience with in enterprise businesses the DevOps people are almost the worst people to handle Governance, not too great at end to end Security (I've no idea about Audit)IMHO I would guess they're too close to the dev people to care about the bigger picture"
VMtest,"on Dec 20, 2021","> You might say this is just sysops, but I think the key difference is that the dev teams are the ones who are using the production management tools, not the sysops team.FYI, that is sysops, in case that you missed it"
thedougd,"on Dec 19, 2021",Would you say it's a platform team?
bboreham,"on Dec 20, 2021",I used to run a team like this; we called it “the tools group”.
throwDec19,"on Dec 20, 2021",The problem is what happens when there are niggling small problems. Do you do the work to handle the problem? If so dev gets a free pass to write unreliable code again. Next what about monitoring? Is it the same as dev environment or all stuff you wrote? How do you test it? So much duplication and overlap.
recursivedoubts,"on Dec 19, 2021","I'm frankly astounded at the complexity around modern development due to dev ops and how much worse developer experience is because of it.  I used to develop in a great IDE with debugging, right click re-run failed tests, I could follow the console right there in a nice, clean window integrated with my IDE, click on stack traces, etc.Now I'm running my app via multiple docker images, trying to get a buggy remote debugger protocol to work (no local variables, wtff?) where I have to coordinate the container and the IDE, command line wrangling / using print debugging in the container to chase down stuff, digging around through multiple log files, copying-and-pasting stack traces into my IDE to analyze, which kinda works in some cases since the file paths are different, and on and on.DevOps came and took my nice dev environment away, and I am mad."
stepbeek,"on Dec 19, 2021","Given the second principle of devops is amplifying feedback loops, I think a more charitable view could be ""the common misunderstanding of DevOps has lead to a terrible dev environment"".Fwiw, I'm fully onboard with you, but really love the core message of books like the phoenix project and don't really want it to be lost because of overzealous use of docker."
hnthrowaway0315,"on Dec 19, 2021","OMG, I read the sample chapters from Amazon about the Phoenix project and that was a really really good read, thank you!"
stepbeek,"on Dec 21, 2021","It’s an amazingly good read. The follow up - The Unicorn Project - wasn’t as good, but definitely worth reading."
hnthrowaway0315,"on Dec 21, 2021","Thanks, really LOL a few times during the read."
waynesonfire,"on Dec 20, 2021","exactly right. the rug was pull out from underneath us and replaced with technology lacking parity.devops was able to convince the industry that ""software engineers own their own infra"" is a viable thing to do so they could do engineering work, expect, they're out of their element. That's not their job. devops should be pulling in open-source technology that's developed by real engineers and write tiny packets of glue code to make it work to add value.Never mind devops teams, I remember when my team had a _BUILD_ team. Serious companies still do this, engineers don't touch production. devops and sysadmins make sure that the business software stays operational, they could care less what it is. their mandate is to make sure it's operational and they hold engineers accountable.k8s is a terrible experience and a terrible abstraction. I'm not smart enough to do better but I'm smart enough to know it terrible. It's snake-oil. My team is now migrating to the cloud, along with of course k8s, and guess what? the k8s env. in the cloud are to be managed and owned by the software engineering teams, because devops doesn't want to do their job. What a disaster.at my company, a bunch of devops folks that deployed k8s 80% of the way left soon later to make 2x the pay as contractors at other companies to help them push through their last 80%. This is another reason that there is a lack of parity on the new infrastructure. Unfortunately, everyone is still stuck at 80%. Strange."
deanCommie,"on Dec 20, 2021","So much to unpack here. Let's start with:> devops was able to convince the industry that ""software engineers own their own infra"" is a viable thing to do so they could do engineering work, expect, they're out of their element.Devops wasn't about getting ops people to start doing development. It was about getting developers to be start doing ops because infrastructure definition became a tye of coding.What's incredible about your inversion of understanding is it's exactly the point of OP's posted article - that people misunderstand devops in exactly the way you just did.> That's not their job. devops should be pulling in open-source technology that's developed by real engineers and write tiny packets of glue code to make it work to add value.""Real engineers""? This is a Googleism and their caste system of ""real engineers"" and ""software reliability engineers"". The rest of the industry doesn't coddle their precious ""real engineers"".Designing a resilient, scalable, frugal, operateable architecture of load balancers, servers, caches, queues, dead letter queues, and all their associated metrics and alarms is absolutely ""real engineering"" and worth the time and attention of the same engineers that are building the core business value of their company.> k8s is a terrible experience and a terrible abstraction.Completely agreed. But note that that K8S came from Google and their 2-tier system of engineering. But the quote in OP's article is from Werner Vogels - AWS's CTO, and Amazon is legendary (nay infamous) for asking their engineers to work on ops.So, I agree with the last half of your post - K8s IS a scam, and should not be operated by an ops-focused team (probably not operated by anyone at all)But if you had follow the intention of the DevOps movement, not the perverted definition of DevOps, then the k8s scam was obvious from day one."
ayberk,"on Dec 20, 2021","> ""Real engineers""? This is a Googleism and their caste system of ""real engineers"" and ""software reliability engineers"". The rest of the industry doesn't coddle their precious ""real engineers"".There's no such caste system at Google. SREs have the same bar as the SWEs, and plenty of people switch roles from one to other. SREs are also well-respected and I don't think anyone would consider them as _not_ real engineers.> Designing a resilient, scalable, frugal, operateable architecture of load balancers, servers, caches, queues, dead letter queues, and all their associated metrics and alarms is absolutely ""real engineering"" and worth the time and attention of the same engineers that are building the core business value of their company.You are absolutely right and that's why having people focusing on that is _really_ important. Having worked at AWS previously, I can tell you that when you force your software engineers to do everything and promote them based on _what_ they deliver without caring about the operational load, you end up with crazy oncalls and poorly-designed software. There's a reason why AWS oncalls are infamous whereas Google's are not."
amzn-throw,"on Dec 20, 2021","> Having worked at AWS previously, I can tell you that when you force your software engineers to do everything and promote them based on _what_ they deliver without caring about the operational load, you end up with crazy oncalls and poorly-designed software.I work at AWS. While it's true that promotions can create all sorts of incorrect incentives, the reason why AWS oncall can be brutal on some teams isn't because of promotion-orientated architectures that disregard operational load.The reason is that the company prioritizes moving fast and shipping stuff to customers. We have a deep backlog of customer asks and we want to ship them quickly. The systems need to be secure, durable, available, and fast - those are non-negotiable. But do they need to be operated automatically? Well, no, that's the easiest thing to compromise - ship quickly, have initially shitty oncall, improve operations behind the scenes.This is usually why customers are always confused/concerned why AWS ships something new then releases no updates for a year. We don't compromise on security or durability, but we do compromise on engineer happiness during oncall for the first release. So after shipping, the immediate next step is to start improving automation and operations.This is done with open eyes, and most engineers are happy with it to ship things big things quicker, rather than releasing a new version of chat software every year.None of this is promotion-orientated. It's working backwards from customers."
deanCommie,"on Dec 20, 2021","I can't find the post, but I base this on rachelbythebay's writing - who got hired as an SRE, and then tried to become an SWE and was told she couldn't just convert.But fair enough, I don't work at Google, so I'll withdraw the point. Having said that, knowing that AWS engineers do oncall, and GCP don't (letting the SREs do it) makes me still think there is some sort of two-tier system."
ayberk,"on Dec 21, 2021","Before you withdraw your point, I guess I have to say my experience is limited to my org and maybe one or two more. Google is a big company, so I can see that happening. I'd still presume it's not the general attitude towards SREs, though.re: Oncall, we have two rotations:- one manned (personed?) by SWEs, 9-5, responsible for dealing with customer issues and mandatory.- one is mix of SREs and SWEs, 24/7, responsible for prod issuesI believe SREs also have their own rotation, but that's 9am-9pm because they are always spread among two timezones. Overall, this is muuuuuch better for everyone involved compared to the AWS oncalls. I remember barely sleeping for a week being the norm on one of the teams I worked at. Our cries for another team in a different timezone, similar to Google SREs, were shut down every single time. ""Customer obsession"" at AWS means delivering stuff as fast as possible and then throwing the engineers under the bus. I still remember the days I had to wake up multiple times a night to run a command manually (literally 5 minutes) because engineers couldn't take the extra 4 months to do it right.Thanks, but no thanks. I was at a great team at AWS for ~2 years with great engineering culture and little operational load, but unlike Google, that's rare."
stepbeek,"on Dec 20, 2021",> There's a reason why AWS oncalls are infamous whereas Google's are not.Could market share be a significant factor here?
ayberk,"on Dec 20, 2021","It really isn't.It's just the cultural difference between the two companies. I have been told that GCP oncalls are a lot busier than rest of the Google, but it's still nowhere close to the suffering I had at AWS. It's an organizational pain and comes from the mindset AWS has towards software development and their engineers."
amzn-throw,"on Dec 20, 2021","AWS's mindset is software is useless without customers. Google doesn't seem to have the same care - it's a charity for academic software engineers to spend AdSense revenue on abstract high level computer science problems not caring about practical applications.It's why most Google X ideas flame out. It's why there's a new chat app every year.But - it's a net positive for humanity. Google publishes a lot of papers, and I think genuinely has moved humanity forward in the last few decades.I don't have a PhD and I don't do L33tcode, so I don't think I'm smart enough to be at Google, but honestly I don't know if I would want to be.I prefer shipping."
ayberk,"on Dec 21, 2021","I'm sure you're more than enough smart to be at Google :) It's just practice and luck.I completely agree that people who prefer to ship fast would be happier at AWS. I've heard all the horror stories about how slow Google is, but I think GCP has a great balance between speed and quality. I'm definitely happier here, but I understand why some people would be happier at AWS."
wruza,"on Dec 20, 2021",N/A
cube00,"on Dec 20, 2021","> devops and sysadmins make sure that the business software stays operational, they could care less what it is. their mandate is to make sure it's operational and they hold engineers accountable.It's sad to see something like devops that was supposed to bring teams together is still creating divides and one team sees their role is to hold another team to account."
deorder,"on Dec 20, 2021","Last year at the beginning of the pandemic I started implementing a devops infrastructure at work where I work as a lead developer. Initially the idea was to allow developers to run anything (or a selection of things) required for production on their local machine (k3s, kind etc) with added tooling for development (consistently working tools inside the container, but even outside by the use of binding). All I needed was a simple way to run containers and the requirements. Docker soon proved to be inadequate, it lacked certain features and I soon moved to k8s for local development and a devops pipeline.People commit their changes, I (and sometimes another dev) review them and they are pushed to the test environment, from there to staging and then production (with a way to easily roll back). This is all done automatically with out-of-the-box solutions (fluxcd, flagger, kilo, kaniko etc).At work, Kubernetes is not considered too difficult to manage. Much can be done in a very consistent and complete way unlike Docker. What am I overlooking that makes k8s to be considered snake-oil by so many?Edit: Forgot to add. I am so happy with k8s that I even run it at home and on my external servers."
zerbin,"on Dec 20, 2021","> k8s is a terrible experience and a terrible abstraction. I'm not smart enough to do better but I'm smart enough to know it terrible. It's snake-oilIf you're running Kubernetes on bare metal then I don't blame you for having a bad impression. I can't help you understand that your problems are almost certainly to do with a group of ""hardcore Ops"" guys trying to do everything GKE or EKS gives you for free while neglecting your actual needs, not to do with Kubernetes itself, which is most useful when Google just creates a cluster for you and you can immediately start dumping manifests into it.> at my company, a bunch of devops folks that deployed k8s 80% of the way left soon later to make 2x the pay as contractors at other companies to help them push through their last 80%. This is another reason that there is a lack of parity on the new infrastructure. Unfortunately, everyone is still stuck at 80%. Strange.Again, this isn't really to do with k8s is it? Probably better to point the finger at management for not retaining the people who they needed to run k8s or listening to your complaints trying to work with something 80% done instead of 100%. At my company we used k8s 110% for everything and have amazing support for it, and as a dev it's a dream come true. For people who don't understand Ops, it can be difficult, but when you open the ""DevOps"" box of saying ""Devs own their services in production"" for the first time, you're bound to do a lot of learning. I see this in my teammates a lot, who have basically zero understanding of how things actually deploy or run once they've left their local machine."
hermanradtke,"on Dec 19, 2021","What you just described is not really related to devops. I agree that a complicated dev environment is bad. However, that isn’t a devops thing. You can have devops with a monolith that is statically compiled into a single binary. I’ve built it and done it. It is quite nice."
kazen44,"on Dec 19, 2021","we currently do this at our company.compiled code gets (autodeployed) with SFTP in some cases even.deployment has become massively complex because of the need to keep production and test environments roughly the same. Deployment to production should not be complex and basically boils down to the following:- think about method of getting the binaries installed on the system in a secure way.
- think about sending some state back that the binary has been installed succesfully.- add node/member/app/whathaveyou to the production membership pool/loadbalancer/BGP Route reflector/whathaveyou."
excuses_,"on Dec 19, 2021",I second that. I experienced this drive towards overly complicated pipelines that require a bunch of external systems to work in order to test my application and claims like “it’s impossible to run it locally”.The answer should be more modular code with clear interfaces and contracts so that I can test as much as possible locally.
Spivak,"on Dec 20, 2021",This really isn't a DevOps thing. If you hard depend on lots of cloud bullshit and 3rd party services but don't also put in the work to emulate it locally in your dev environment then congrats you can't really run it locally anymore.I'm in that situation now and the best solution is to just give every dev their own scaled down but complete copy of production with a little magic so the load balancer proxies requests from their dev URL to their laptop. Like it's pants-on-head stupid but I'll be damned if it didn't make onboarding new devs instant.
2ion,"on Dec 20, 2021","> require a bunch of external systems to work- unit tests should always complete locally
 - integration could also complete locally but are allowed more complex scenarios
 - in any case, we require developers to pull all their deps through a caching proxy (external system) to keep a lid on what they use, keep a lid on licenses used in our software, and keep open a door to centralized vuln tracking & management.Though if you can't fully test a software locally by getting all units and integration components to spin up, this is mostly a consequence of bad system design, for example, if the one application depends on another one which can't be run locally, reasons for which are (a) no bootstrappable dev environment (b) no test data management/generation (c) no license (d) too complex for the originating team to provide or (e) proprietary applience no one but the operating team understands.
(a) through (e) all encountered at $currentjob and not happy about it, but what can you do? beg the other team to fix their shit and wait or just bite the apple and deploy to ""dev stage"" to get the testing done."
jeffisabelle,"on Dec 20, 2021","I started my career as a backend developer and did a fair bit of frontend development as well. However, I'm solely doing infrastructure engineering for the last 6-7 years.I think you are kind of mistaken here, as a _devops_ I never enforced our development teams to use docker, or another specific tooling. The thing is, software engineering become a whole lot difficult and complicated over the years. When I was first learning web-development 15 years ago, notepad was the only thing you needed to do web-development, now look what you need to have to have a simple CRUD app running locally. Setting up local environments become so much harder, so people found the answer within the containers as you set it up once and you can share it within the team easily. Please do not blame _devops_ for that.You don't have to run your app via multiple docker images locally, you can still configure everything to work natively. It's just way more difficult because of the dependencies of modern technologies."
Noumenon72,"on Dec 20, 2021",PyCharm Professional lets you use a remote docker-compose interpreter[1] which brings back that live debugging experience. I did have to work pretty hard to figure out the correct strings to launch Gunicorn and connect to nginx. But it's all worth it to be able to evaluate code at a breakpoint and refresh my code changes without relaunching all my containers.[1]: https://www.jetbrains.com/help/pycharm/using-docker-compose-...
marvinblum,"on Dec 19, 2021","Did it? I'm using GoLand and have exactly the experience you described. I can debug, rerun tests, terminal integrated, ... It's just a decision you took or someone else took for you.I prefer to be able to fully run my application locally, with all databases required, and test everything on my machine. DBs and other tools like a simple SMTP server run in Docker, yes, but that's just a decision I took and I could easily run these tools without containerization.Maybe I'm just in a lucky position to be able to decide this by myself, but I think we can get back there."
mindwok,"on Dec 19, 2021",Sounds like what you're really angry at here is a case of micro-services taken to the extreme.
2ion,"on Dec 20, 2021","A huge part is companies rejecting simpler solutions.For example, you can use latest systemd to basically replace all of docker and then some. It provides advanced sandboxing, resource control and job control for units and even manages ""containers"". Which is why my private servers mostly use systemd properly configured to provide what containers are thought to provide. The deployment is switching out a binary or add a directory tree, override a .service line and then reload and restart. Easy.Though over a 10 year period, companies, developers and operators went all-in on ""container runtimes"" and here we are.That being said, things like kubernetes are NOT NEW and NOT DIFFERENT from solutions like corosync+pacemaker (who remembers them?). They do the same thing, with the same levels of flexibility and extensibility and pluggability, just with containers. From my POV people who are surprised by k8s and its complexity never lived or forgot the cluster tech of the 00s. It's just about to come together as a circle, and the next iteration seems to be micro VMs instead of containers."
jiveturkey,"on Dec 20, 2021","This problem you describe isn't due to devops. It's due to lack of care or understanding of the dev and deploy environments. If your company is smaller you can be part of the solution. If you company is too large for that, just move on. What you are describing is not universal."
james_s_tayler,"on Dec 21, 2021","I use containers in production and for local development dependencies but for exactly these reasons I run the application locally via the IDE like I always have, with the option to run it locally via Docker for the times I need to dip into making sure specific bits run there fine. So, I still have all those nice things."
manish_gill,"on Dec 19, 2021","I had to basically give up my full time role as a Data Engineer who is supposed to solve ""big data"" problems (Storage, Streaming, Machine Learning pipelines) etc, and had to solely focus on DevOps because there was no other expert in the team.We (a colleague and I) basically learned Terraform, then Kubernetes, and then Helm in an extremely stressful environment. I wouldn't recommend that to most people. (Also, I can hear ""you don't need k8s"", but tbh, it makes the difficult things possible, and that's what we needed).I've done Ops in bare-metal environments before, and at least there, even if there were new skills to learn, the environment just wasn't so hostile for beginners, and the learning curve was simpler.The YAML (or heaven forbid, jsonnet) does *not* help. TBH, I'm convinced if the IaC bits were done in a regular Java/Go/Rust SDK style instead of mixing and matching YAML glued together via labels and tags, I would have had a much easier time.The positive side of that is that now the IaC bits are mature enough that even the Data Scientists in our team write their own Terraform code, and I've upskilled myself quite a lot. I'm slowly going back to solving Storage/Data/ML issues, which I enjoy a lot more.Maybe I'm just becoming a cranky Software Dev as I enter my 30s. I do _not_ enjoy reading YAML."
benlivengood,"on Dec 19, 2021","I've been in two production environments where IaC was done with Turing-complete languages (Google and Facebook).  It's really not better (it just lets the truly impossible/unmanageable become possible) because they were both dynamically typed.If anything, Terraform comes the closest to being a good IaC language because providers form an API to production resources as opposed to unstructured code/config like Helm or Jenkins/Puppet/Chef.  Production in reality is well-typed, and unstructured configuration makes static analysis very difficult and makes diffs only a guess at what will actually be changing when code changes are applied.What I'd like to see is Haskell (or similar) typeclasses as production API; make it impossible to construct malformed configurations in the first place but allow expressive functions to replace the limited templating functionality that current languages have (why can't helm templatize inside values.yaml?  Why can't Terraform templatize backends and why aren't providers first-class objects?).  It's very difficult to keep current IaC DRY, and if it's not DRY then it has bugs and there are misunderstandings about how environments are actually configured."
lima,"on Dec 19, 2021","Cuelang is a nice compromise: https://cuelang.orgComposition over encapsulation, expressive enough for complex configs, not expressive enough to be turing complete."
drivebycomment,"on Dec 20, 2021","+1. Cue is actually very nice. I wish there's more adoption of Cue instead of most other config languages. Config languages is one of those fields where the problem looks easy and the barrier for entry is low enough that we have many different designs where they don't provide meaningful enough differences, yet the actual problem is quite difficult and subtle. Cue is one of few that has a clean theoretical foundation and looks very promising. Too bad we have YAMLs and friends everywhere."
girvo,"on Dec 19, 2021","In terms of “Haskell type classes as production API”, I assume you’ve come across Dhall?https://dhall-lang.org/"
manish_gill,"on Dec 19, 2021","One can write good and bad code in any language. It just so happens that our daily driver - procedural or functional languages, happen to be ones where a Software Engineer's mental model + Existing tooling is evolved enough to make understanding it _easier_ (as opposed to just easy).The problem with DSLs and Config languages is that someone will inevitably try to use them in a way they are not designed to be used, and then circumvent the way you're ""supposed to"" do things. Not only do you lose all the advances in tooling, but people will end up reinventing things that already exist in the other languages.PS: Of course, I'll pick Static Typing every time."
sofixa,"on Dec 19, 2021","> The YAML (or heaven forbid, jsonnet) does not help. TBH, I'm convinced if the IaC bits were done in a regular Java/Go/Rust SDK style instead of mixing and matching YAML glued together via labels and tags, I would have had a much easier time.I have mixed feelings about this. I've seen some absolutely atrocious Python and JavaScript code, and i wouldn't want to use either of them, and the flexibility ( to shoot yourself in the foot) they provide. Go is better. On the other hand, YAML is just terrible.I think DSLs such as HCL are better than either option, as long as they're flexible enough while staying limit in order not to get illegible/unmaintainable."
StreamBright,"on Dec 19, 2021","You are on the right track. I have exactly the same story, data engineer, working on automation a lot.YAML, JSON and HCL should be purged from IaC asap. Luckily Dhall can be integrated everywhere we need YAML otherwise we would go nuts. The bigges failure of k8s is to understand that YAML does not scale to teams and beyond 100 lines, especially not good to nest it (hello ArgoCD).A type safe not accidentally Turing complete configuration language or for that matter any langue (hello Pulumi) is much better than YAML ever will be.Anyways, if I can give you an advise, drop k8s like its hot. I is much more trouble than worth. We have phased it out everywhere we could. The companies still using it are in 1 year long implementation cycles with it with 10+ consultants. It is going very well. For consultants, obviously.https://dhall-lang.org/"
manish_gill,"on Dec 19, 2021","Dhall looks interesting. Thanks!I went into the rabbithole of terraform/HCL and came up with Terragrunt to do dynamic code generation. Combining it together with generous use of `make` keeps me sane, but it's not a long term solution.Even now, there are things within the system where the boundaries should be separate, but they aren't.We literally got exhausted and burned out writing our automation, and decided to leave it as it is and then slowly build it up over the next few months. :/PS: You're 100% right re K8s/YAML. It feels like everything in the Kubernetes world is optimized for writing the code just once. Which, of course, is easy if you already know how all the various bits fit together (true in any system).But Reading/Debugging kubernetes world is a dreadful experience.Edit: typo"
StreamBright,"on Dec 19, 2021","> But Reading/Debugging kubernetes world is a dreadful experience.Exactly. It is abstraction, over abstraction, over abstraction for no obvious benefits."
thamer,"on Dec 19, 2021","Dhall or other typed languages like Cue definitely help a lot. It seems to me that the only acceptable amount of YAML you could have in deployment config is for a setup small enough that it doesn't warrant using Kubernetes, so any use case where Kubernetes is a good fit quickly becomes a major pain to maintain.That said, you wrote:> drop k8s like its hot [...] We have phased it out everywhere we could.Could you elaborate on what you've replaced Kubernetes with, and for what kind of deployment?"
StreamBright,"on Dec 20, 2021","AWS Lambda, EC2, Nomad, depending on the usecase."
jjtheblunt,"on Dec 19, 2021","""turning complete"" : typo?"
StreamBright,"on Dec 19, 2021","Yes, thanks."
ludamad,"on Dec 19, 2021","I think the YAML issues center around a simple fact, few are taking e.g. 1000+ line YAML (or YAML for X) dev seriously. Complex YAML becomes code, and requires as much e.g. refactoring, idioms, reuse, static checking.  At least it's not terribly hard to make a script output it as a format"
flas9sd,"on Dec 19, 2021","could you give me a hint why you didn't like jsonnet? I dreaded k8s yaml when needing to (write) and use helm packages and think of indenting levels, but jsonnet via grafanas tanka gave me the option to be concise, writing functions and creating reusable bits. Of course then you're not far away from using a real language ""sdk style"".As you so aptly put, k8s learning curve is beginner hostile and needs system knowledge before you go at it, so I'm not sure if this was also with being more familiar with the abstractions - after having looked at k8s for 2-3 years, jsonnet made me finally like interfacing with the k8s apiserver."
manish_gill,"on Dec 19, 2021","Yeah, I think the difference is that I wasa) Learning K8s and Helm Concepts (both different things)b) Reading/Debugging K8s and Helm YAML (both different things)c) Ending up at Helm Chart Configs (another config)d) Figuring out how to set all this to helm me deploy the solution I needed and customize it acc to my needs...all within the span of a few weeks.So by the time I got to some GitHub repos which were using Jsonnet, I was basically done. I'm sure it has its uses and given enough time and experience, I can see how to utilize it more effectively."
flas9sd,"on Dec 19, 2021","yes, both different things. I guess helm is still the most common entry point for people to handle the contents of a cluster. I'm checking out other suggestions in this thread (dhall), but from my personal experience I can already tell, grafanas k8s jsonnet-libs was a second chance to kubernetes I'm glad I got to know (thanks coworkers)."
notimrelakatos,"on Dec 20, 2021","> it makes the difficult things possible, and that's what we neededIndeed, the problem of just saying ""you don't need k8s"" is you may accidentally invent an even worse in-house version of k8s."
boublepop,"on Dec 21, 2021","Though for 80-90% og cases out there you seriously don’t need k8s, and when the small internal IT dept that used to “manage” a dozen virtual machines starts talking about “need to keep up with the times and use new tech” what they are really saying is “let’s gamble infrastructure stability on my personal self education in k8s for my next job” and it’s perfectly reasonable to give them a hard no."
commandlinefan,"on Dec 19, 2021","> regular Java/Go/Rust SDK styleI thought that until I started working with Gradle (which is a build script tool who's syntax is nearly-fully-functioning Groovy).  I miss Makefiles - they were strictly declarative and, while I've seen some hairy Makefiles, you'll never need a debugger to figure out what they're actually doing wrong."
lukevp,"on Dec 19, 2021","If you haven’t heard about cdktf, check it out! It lets you do infrastructure as code but in full programming languages like Python, C# and TypeScript. It’s by hashicorp, and under the covers it runs Terraform, so you have the whole set of terraform providers at your disposal."
manish_gill,"on Dec 19, 2021","Ah, CDKTF seems to be the Pulumi equivalent for Terraform. I think I remember seeing it.We're far too invested into Terraform at this point to learn yet another tool. Oh well. Hopefully the next time I have to implement something like this, K8s ecosystem would also have similar tools (or maybe I just missed something)"
chucky_z,"on Dec 19, 2021","There’s a straight up conversion tool iirc, and you can do things like include hcl as well I believe. Cdktf is just terraform at the bottom."
cloudcalvin,"on Dec 19, 2021","If you havn't heard, check out Pulumi.."
topochico3,"on Dec 19, 2021","I don’t understand the appeal of CDK, it’s the most difficult to understand overly complex part of IaaC I have ever come across.I want simple yaml/hcl that is easy to understand and write. I don’t need to feel smart writing TF, I need it to be easy to understand to reduce MTTR when things go wrong."
ryan_lane,"on Dec 20, 2021","Try to TF manage a large github organization with just terraform and get back to me. I'm having to wrap it with python code already, and my next step is the CDK.The biggest issue is that parts of the TF for github requires references, and it fetches each of those references individually (which which quickly make you hit your ratelimit, while also taking 10+ minutes for just a plan). Wrapping this in python, and doing more efficient fetches ahead of time, and feeding the references in yourself can turn a 10+ minute plan into a 20 second plan for 1000+ repos."
kazen44,"on Dec 19, 2021",the issue with yaml is that is breaks down under real life complexities in larger/complexer environments.
laumars,"on Dec 19, 2021",DevOps specialist here and I agree with your complaints about IaC meaning JSON and YAML documents. sigh
totetsu,"on Dec 20, 2021",any suggestions on learning materials?
manish_gill,"on Dec 20, 2021","You'll find plethora of learning documentation, but by far, the one talk/presentation that made it click for me was this one: https://kube-decon.carson-anderson.com/"
emptysongglass,"on Dec 19, 2021","DevOps was always about de-siloing. In that, it is a culture but you need people to ""be the change"" and that's how I've played a DevOps Engineer for the last five years (well now SRE) and how I believe DevOps Engineers (and SREs by extension) ought to be playing their role today.Corporate management is always surprised when my first move is to go sit with the developers and ask how I can unblock their workflow, reduce pain and tighten their development loop. Most SREs and professional DevOps people I've met do not do this and insist that their function is to tell the developers how they'll build their app and in which way AKA the same shit from the 90s.The portmanteau should be a dead giveaway that the number one priority of this job is building cooperation between these divisions. And often, it's not a technical solution."
jchmbrln,"on Dec 20, 2021","I think you've hit the nail on the head. In a previous job I tried to outsource ""DevOps"" to Rackspace, only to learn the hard way that if you can outsource it it's not DevOps—_increasing_ siloization is the antithesis of DevOps. But this is also the point where I think SRE is most compelling. Rather than trying to build an organization around ""you build it, you run it"", SRE recognizes the need for specialization while deliberately striving to align incentives between the various parties via SLOs.This summer I finally hopped over to the DevOps side of the house as a manager, having always been a software engineer. My mandate from higher ups is to reform the team to start practicing SRE, but I think it's really more about reforming the whole organization. In every way possible, I'm trying to build a team of people willing to ""be the change"" like you say. But I also hope that SLOs, as a formal way of agreeing on priorities, will grease the wheels a bit.> And often, it's not a technical solution.Absolutely. In my experience, it's almost never technical. If you can structure the collaboration so that correct incentives apply, any technical solutions required come naturally.(I wrote about my Rackspace experience here: http://zephyri.co/2016/can-devops-be-outsourced/)"
t_sawyer,"on Dec 20, 2021",I see the function of SRE as a place to pass off an app when an app team (DevOps included) need to develop another app.SRE sets standards so a centralized team can manage the ongoing maintenance and on call break/fix of many apps in an organization while development teams move on to something else.
lbriner,"on Dec 20, 2021","""be the change"" I think nails the difficulty of devops and why we end up with the non Devops that we call Devops.Most of us are not Fang companies and don't have the pick of the best engineers in the world (or the region). We cannot trust some of our devs to deploy directly to production because quite simply, some do not understand that responsibility and cannot rise to it. We still need our CTO to check any big changes because things are missed and this just reinforces the idea that you don't have to nail it, the CTO will probably find any problems.We are also in Europe where you can't just fire people if they e.g. deploy 3 bugs to production. So what do you do? Like most companies, you try and introduce a good level of automated testing, some testers to write smoke tests etc. and we don't just deploy whenever like some companies do.Then we are just back where we started with a bit more overhead and still not deploying more quickly to production."
lima,"on Dec 20, 2021",> We cannot trust some of our devs to deploy directly to productionNeither can FAANG - one of the reasons why SRE is a thing.> We are also in Europe where you can't just fire people if they e.g. deploy 3 bugs to productionThis sounds like a process failure nobody should be fired for.
t_sawyer,"on Dec 20, 2021","DevOps should be embedded on the team. Doing development and taking care of pipelines/iac when needed. If these people are not embedded on the team, it’s just more of the same with a new title.I get paid a lot because I can write api endpoints, front end code, iac, pipelines, and understand networking enough to make our apps SOC2 or HIPAA compliant."
autophagian,"on Dec 19, 2021","I've also become a little disillusioned with the 'DevOps means developers create their infra/deploy their applications' mantra too, especially when you see several years of accumulated infrastructure spun up by developers that don't really care about its quality. Then again, having a dedicated ops team can lead to siloing and learned helplessness on the part of devs too. It's a bit cyclic."
Mc91,"on Dec 19, 2021","I agree 100%.  It's cyclical, the trend goes one way for a while, then it goes the other way.""We don't need a separate devops department, the programmers can do it""""We don't need a separate QA/QE/SDET department, the programmers can do it""""We don't need DBAs designing normalized database schemas for ACID databases, we'll have the programmers use ORM/NoSQL/whatever"""
Spivak,"on Dec 20, 2021",I mean this is true for the most part. It's one of those things that feels really wrong but the truth is that your code can be hot garbage for way longer than anyone cares to admit. I think a lot of shops should be popping champagne the moment they need to hire a dedicated DBA / ops person to clean house because it means they got big enough that they need to do better.
pas,"on Dec 20, 2021","If they don't care about the quality ... do they suffer from it when its problems and enjoy its fruits? It seems they either don't have the time/resource/ownership/change budget to make it better, or the team is so dysfunctional that they need to be pumped full of new blood from top to bottom. stat."
hnthrowaway0315,"on Dec 19, 2021",One thing I really hate about a dedicated ops team (DevOps that is independent of devs) is that they have to use just one hammer for all kinds of nails. It's simply impossible for a small team to maintain multiple hammers.So somehow the tools and workflow are exactly same for an app that has millions of external users and an internal app that only 10 people use. You still have to go through a whole stacks of K8S/docker who-knows-wtf-they-are configurations just to publish a dashboard from an internal IP. It took more than 8 months for my previous team to try to pull it off but it never went through.
mrweasel,"on Dec 19, 2021","As an ops guy: You’re absolutely right.For better or worse I’m constantly annoyed by developers trying be “special”. Most projects involve stuffing things into a database, calling a webservice and reading stuff back. Don’t try to be clever about it, just stick to one type of database and Springboot so we can all go home and sleep with no incidents.But there are projects which really do need to be different, and we don’t deal with them well, and they don’t scale."
