Author,Publication Date,Review
Twirrim,"on Oct 1, 2023","So in other words, you made silos.  More throwing things over the wall and having it be someone else's problem.  That's fundamentally the antithesis of DevOps.People do not fix the pain they don't see, and managers doubly so.  By shifting operations off to a ""devops"" team, you just end up with developer teams that don't know about, and don't care to fix, the things that make it painful to deploy or run their code in production.
Those that have to deal with the pain rarely have any political leverage they need to even enact change.  There's zero motivation for either the developers writing the software _or their management_ to fix it.  Dev manager incentives are purely aligned with getting code and features built.To give a nice real world example, building out new regions for AWS services used to be a pain in the arse (since I left I hear some major top down initiatives have fixed that).
The service team I worked for, almost doubly so painful for region build.  Standing up an entire region was something like ~50 days of engineering time.  Not because it was especially hard, per se, but because the ops team always had to wade through piles of refactored shit that introduced new circular dependencies, or wasn't documented, or broke other aspects of any automation we could produce. (I remember one DynamoDB schema overhaul, where we did a complicated migration.  Next region build, service components wouldn't stand up because we'd used the automation to create the new table schemas that had replaced the old table schema entries, but the service code still expected to see the old schemas in the right format.  It took several months to get the dev manager to agree to engineers spending time cleaning up old schema references from their code base.)The dev manager incentives were not aligned with making it easy.  It wasn't their engineering resources being consumed, and they had features they needed to ship.  
The developers never changed the way they worked because even though they were told the issues (and even though they were, virtually to a person, great people to work with, considerate etc.), they never experienced the pain so they never thought about  those consequences of what they were doing when they were doing it.Ops manager never had any leverage, because every single time we managed to get a region launched in time as to not be an issue, and every time things were down to the wire it was clearly as a result of the ops team not building the right automation :eyeroll:, rather than that the dev teams were making some kind of brand new nightmare each time.It wasn't until the ops team had lost enough members of staff to that BS, and region build shifted on to the developers themselves, that suddenly most of the problems went away, never to appear again.  They were aware and conscious of the pain certain decisions would cause because they had felt it themselves, and they made sure not to  introduce more pain.DevOps is about making sure incentives and politics align to make things overall better.  Shoving it in to a silo is literally the complete opposite."
pdimitar,"on Oct 1, 2023","Replacing ""DevOps"" with ""Platform Engineering"" is not waving a magic wand and removing problems. The original article's main point is: ""use DevOps marketplaces"", more or less, but that comes with its own set of headaches (mainly auditing and making sure you trust them, which might easily take more time than rolling your own stuff).I fully stand behind the ""just have programmers that write internal tooling"" recommendation though. Over the course of my long career this is what has worked best almost every time, and these are the programmers who get the least amount of respect even though they have to dance and juggle on a burning rope more often than not."
nunez,"on Oct 2, 2023","2023 DevOps is awesome.Today's ""sysadmins"" are kind-of, sort-of expected to know a programming language, at least superficially. This was definitely not the case in 2015.The whole idea of Platform Engineering formally existing (I.e. platform is a product) is fantastic. There has always been lip service from IT about treating the rest of the business as customers, but the definition of ""customer"" was usually bastardized to fit whatever agenda IT execs wanted to push. Not the case (as much) anymore.Also, the idea that today's ""sysadmins"" are part of application delivery into production was extremely nascent in 2015. Most sysadmin jobs didn't touch apps with a 10-ft pole back then. This, IMO, is the greatest benefit the movement brought to bear.Shoot, even the fact that saying DevOps feels dated because it's obvious now demonstrates how far we've come.Saved the best for last. Kubernetes is hella complicated compared to 2015 ""DevOps"" tech stack (which i miss because they are simple), but provides so so so SO many benefits for free, especially if you're not in public cloud."
dijit,"on Oct 2, 2023","> Today's ""sysadmins"" are kind-of, sort-of expected to know a programming language, at least superficially. This was definitely not the case in 2015.There was a ""weird period"" in 2010-2014 where mid level sysadmins didn't know much scripting or automation. I'm not sure how that happened.Senior sysadmins always scripted, Ruby was the de-facto choice for those folks in 2010-2015; before that it was mostly perl, and after that it seems to be mostly python.Mid-level sysadmins definitely knew bash and perl in 2000-2010.I think it was the rise of calling level 3 helpdesk ""sysadmin"" that sullied the brand. But the same will happen with other disciplines. I'm sure I'll hear in a couple years about SRE's or DevOps who can't code.Heck, I bet there are already devops who can't code, who only know how to template yaml."
winternett,"on Oct 1, 2023","Since the in house server days, technology solutions have only become more and more time consuming to implement, ID & PII obsessed, and bulky (data footprint-wise). I am thankful I remember much more simple times, when apps were tiny, run on regular computers in my office, and you could symply restore from a local backup to bring a service back online.Now we have companies paying thousands of dollars a month to host a simple site or web app, because now it's all in the cloud, no matter the apps function, while hosting customers assume about 80-90 percent of responsibility for securing and maintaining their app anyway. Containerization is leveraged to add a ""backdoor"" for individual admins, but that only serves to protect infrastructure, it actually makes a customer's individual app open to vulnerability that same as running your own instance if you miss vital updates or if there is a breakdown in the supply chain. We need to stop listening to the companies that market tools and be honest with ourselves... Security needs a better model than just adding new tools and entry points to the app chain.There's gotta be a point where you evaluate things and tell yourself that there has to be a better and more affordable way than tunneling through 5 VPNs just to push updates for 8 disparate JS and PHP libraries and 5 containers. App and library updates are also far too frequent in 2023 as well... Frameworks need to ship instances with less features, and modules should be reduced to only those used and deemed most essential, reducing footprint is a key aspect lost on technological advancement, it is also a firm indicator of increased efficiency for app and library devs if you ask me.Now with zero trust, devs literally spend a lot of their daily workload logging back in and re-establishing VPN connections due to timeouts. There's got to be a point where we develop a far more simple IT solution to all of this mess. Security is still getting compromised regularly no matter what is done. The solution also won't likely involve Ai at this point in my opinion, as security and complexity are assuredly not resolved by leveraging current-state Ai tools.It's also important to note this is why PHP is still going strong, it doesn't require compilation, and is relatively easier than most other langs on learning curve to implement.I literally built my IT career on making things simpler, and in explaining complex IT issues in human language to non-technical people. There is a lot of room in my field for growth due to the rest of the industry's constant focus on jargon and over-complexity.Simpler solutions, conveyed and implemented in human language, will be king in 2024."
xnx,"on Oct 1, 2023","> Simpler solutions, conveyed and implemented in human language, will be king in 2024.I would love this to be the case, but it seems that complex and expensive systems are too lucrative to everyone involved: CTOs get to manage big budgets and bit teams, devops people get paid large salaries to justify the CTOs salary and large service budgets, etc."
winternett,"on Oct 2, 2023","Agreed, many of those huge and overly complex projects also fail and overrun implementation schedules though, and they only ultimately operate with a ton of workarounds and shortcuts. I find a lot of projects that barely match original documentation limping along, or just even after a major failure or breach in my line of work, with the customer desperate to find a patch to just keep them running after a bunch of critical data is under siege within apps.A key for me is convincing a customer to simplify goals and implement an MVP on a reliable framework, to plan versions, and to thoroughly test... Makes me a code cop, but there are reasons why these steps are in place for mission critical services, and if a customer wants to skip them and just deploy in careless ""Twitter Dev Mode"" I have them physically sign paperwork that states their accountability for the bad decision... When individual accountability is mentioned, they usually opt for the more stable & reliable methods of dev. Hah."
pojzon,"on Oct 1, 2023","DevOps is terrible because we want to have a team of fullstack expert engineers that have certs in every tech, but pay them for a single role.First there are not enough ppl with that huge landscape of knowledge.Second you would have to pay a salary of 5 ppl i.e. 500k/y to make ppl willing to spend that much time on work."
davewritescode,"on Oct 2, 2023","There are more people than you think that can slap together some YAML and a Helm chart and deploy something reasonably resilient inside a Kubernetes cluster.I've been around for the cloud migrations in every phase, what we have today with Kubernetes is miles better than the maze of Puppet and other crap we had 20 years ago."
pojzon,"on Oct 4, 2023","But thats just a tip of an iceberg.What happens when your Cillium Service Mesh starts misbehaving due to missed network packets ?Or when you have to setup a resillient backup of a cluster that runs 30 000 pods on 300 nodes ? And upgrade.Or when you have to provide a telemetry for highly distributed system using 5 languages on landscape spread over frontend and backend with three different db engines and two clouds ?Kubernetes is easier to start but 10 times as hard to do at scale you didnt even have back then in OnPremise era.Yes you are right there are a lot of ppl who can write and deploy „Hello World” apps, but thats about it."
skyrocketer77,"on Oct 2, 2023","The original article is here, this guy just copied it, lolhttps://medium.com/@mbianchidev/2023-devops-is-terrible-ec88..."
donutshop,"on Oct 2, 2023",Underrated comment
k8svet,"on Oct 1, 2023","""DevOps"" as in Developers being closer to Ops, or ""DevOps"" as in ""I'm a shiny Golang outfit that is going to solve Real Problems TM with YAML and a bunch of templated-generated Golang?""I realize this is a bit of an odd tangent, but I would love to hear cadey talk more about what ""devops"" means at a shop like Tailscale. Actually, as I type this, even more curious. I know some of those folks are cut-me-and-I-bleed-Go types, but I also know they're deep into NixOS for server management. It would be very interesting to hear more about how those intersect for their infra/server/dev culture."
hk1337,"on Oct 1, 2023",This seems like the same thing as with “Agile”.The name is used and contorted into some bastardized form so now we just throw the whole thing out.
hinkley,"on Oct 1, 2023",Semantic dilution.
jiggawatts,"on Oct 1, 2023","In my opinion, more than half the problem is the tooling, as indicated by the cartoon in the linked article.DevOps pipeline languages are generally either weakly typed or stringly-typed. They generally expect users to do the control character escaping, in several different obscure formats. Did I say escaping? I meant three layers of nested escaping!Variable/macro substitution as a rule uses syntax that overlaps with either PowerShell, Bash, or both because otherwise it would be too easy.Another basic thing is the absence of a debugger — I have to run a complete pipeline with a change to dump out environment variables!Instructions contain the display names of paths, scripts use the variable names, but the output (and errors!) use the values with no clear mapping backwards. What the eff is C:\s\1\x? I dunno, but it caused an error!The worst sin is not having a local development experience where the entire pipeline can be run without having to commit code and push stuff almost all the way to production. Even if the pipeline agent is made available, it’s useless without the underlying VM image which is huge and not easily obtained. Not to mention KMS/KeyVault and other similar services on which pipelines can depend.Developers complain about having to do DevOps, but in my opinion the problem isn’t who is doing it, but how. The tooling is just so bad, so very very bad, that anyone would hate it if they were the ones forced to do it. I’m an ex-dev-now-SRE and I hate it."
moron4hire,"on Oct 1, 2023",What drives me nuts is the number of places that expect you to have deep experience with whatever CI/CD solution they're using before they'll even consider you for a position. How have we gotten to the point where deploying an application is so fucking arcane of a process that you need to have 5 years of experience with whatever acronym soup some CTO bodged together or you are considered worthless?
caprock,"on Oct 1, 2023","DevOps as a culture vs DevOps as the neo modern unix admin has no right answer. It's just like software development philosophy and organization.It's a fine approach, if you have a well aligned group of people working with the same understanding. The same is true for places that prefer to draw boundaries of responsibility in other ways."
donutshop,"on Oct 2, 2023",Looks like OP copied and pasted the entire article from somewhere else. https://medium.com/@mbianchidev/2023-devops-is-terrible-ec88...
aloknnikhil,"on Oct 2, 2023",This is the original author / article - https://medium.com/@mbianchidev/2023-devops-is-terrible-ec88...
steve1977,"on Oct 1, 2023","If you have a DevOps team, your company probably doesn’t understand what DevOps is about."
dijit,"on Oct 1, 2023","Given that everyone and their mother has slightly nuanced yet disperate definitions of exactly what devops is, I'm not sure.DevOps? Oh you mean the developer experience people?DevOps? Oh, the build pipeline people?DevOps? Oh, the people who handle the cloud?DevOps? Ah, you mean those folks who handle our observability!DevOps? That's Katya, she's a developer but i'm not sure what she does except act stressed out all the time and slow us down."
steve1977,"on Oct 2, 2023","Hint, in my definition it’s none of the above"
dilyevsky,"on Oct 1, 2023","Most commenters here seem to ignore the fact that saas deployments have become increasingly complex over last decade in part bc low hanging fruit has been picked. Also the massive scale of even relatively no-name companies out there.I'd add that most of the 1-4 ""problems"" (boo-hoo, managing IAM is boring for devs) OP mentioned as well as advent of so called ""platform engineering"" stem from one thing only - poor engineering leadership."
fmajid,"on Oct 1, 2023","Someone at a Linux company once said: if you combine ""Terraform"" and ""Ansible"", you get ""Terrible""."
high_5,"on Oct 2, 2023","Devops got stunted or intermingled with the great migration to the Cloud. It could be practiced on any level of infrastructure, but the discourse currents of the Cloud were too strong."
smcleod,"on Oct 1, 2023","Yep, bang on. As for the PE being the “solution” it is incredibly important and sorely needed but it won’t solve your enterprise culture."
dopylitty,"on Oct 1, 2023","Regarding enterprise culture I’m curious who will be in this “platform engineering” team and what expertise they’ll have.In (enterprise) reality it will more than likely be a bunch of sysadmins and former “network/storage guys” who saw which way the wind was blowing and got a cloud cert. They really have no business forcing a particular infra pattern on application teams because they have no application level expertise and nothing about adding LUNs to ESXi, typing Cisco configs, or writing bash scripts to automate yum update gives you expertise in application design/architecture.Then because they know nothing about application level concerns the PE team’s golden patterns will either be ignored or will be customized for every application to the point that they’re unmaintainable.Note this is the enterprise view. It’s probably different at tech focused companies."
KaiserPro,"on Oct 1, 2023","> In (enterprise) reality it will more than likely be a bunch of sysadmins and former “network/storage guys” who saw which way the wind was blowing and got a cloud cert.This sounds like a tale of woe. but. The fault is the culture, not the people doing the grunt work. Like devs, if you're used to nails, then you'll want to use a hammer for everything.> gives you expertise in application design/architecture.a sysadmin should know much better how your application runs in real life, and more importantly, how it behaves when it goes to shit.They _should_ know more about all the different types of services (ie kafka vs NATS etc) because they will have had to set way more of them up than a typical dev. If thats not the case, you've had bad or poorly mentored juniors running your stuff.The reason they should know, is because they have the pager to make it work at 4am.Look, if I had it my way, and I was at a medium sized company, I would buy in 3 mainframes, in three disparate locations, set the lock step replication to ""very yes"" and make sure each dev used the local DB and use the job description lang, to define scale.Pay the $1million a year to outsource reliability of DB and state. Because frankly most people can't program for either scale, redundancy or recoverability. (yes that includes k8s) let the hardware do all of that and save a bunch on staffing costs.I work at a HUGE scale place, and yes there is a need for special sauce there. but even then not that much, and not enough to justify the massive churn in systems. Most PE is just cargo culting busy work. Stick to ECS and PSQL and just get on with making actual buisness features."
anotherhue,"on Oct 1, 2023","> ""very yes""is my new favourite consistency setting."
smcleod,"on Oct 1, 2023",I think that once a company is big enough you can have a few options to get code to prod and make sure it stays running as expected. You could have an option where a team is focused on building most of the platform up to an agreed point (e.g. everything under an application’s container image) and provide some common ways of setting up application monitoring / logging etc…. Making sure that while there is a core internal platform as a product team that you’re focused on being a capability rather than a business unit - by that I mean you should have some if not most folks embedded (or rotating through) dev teams. You can also have an option that lets teams self organise how they get their code running - with some light touch guard rails and potentially caveats for applications with PII etc…
expertentipp,"on Oct 1, 2023",I'm technologically stuck in the era when everyone hated JavaScript. I provision instances with bash and services over REST APIs.
candiddevmike,"on Oct 1, 2023","I have a tool that I'm about to release soon that you may be interested in.  It's a way to configure servers (with bash or whatever you want) in a distributed, decentralized way.  You build ""patterns"" which are signed build and run scripts that the servers can be pushed or pull the patterns from a storage provider (like a storage bucket).  The tool exports various prometheus metrics that you'd use to determine the state of it and whether the patterns were successfully applied etc.  Best of all, it's stateful by design, so when you add or remove things the pattern will clean up after itself.  Message me if you want to be part of the beta."
elyoun,"on Oct 1, 2023",I just started working on a more devops/platform kind of role. I believe we're basically doing what you feel like is stuck in an era. Can you shed some light as to how JavaScript is used/ is an improvement?
nailer,"on Oct 1, 2023","To be fair JS was a bit ridiculous pre ES2017. These days, you have async/await (even at the top level) and it just works when you use `node file.mjs`For TS, install '@digitak/esrun' and run:esrun file.ts(no tsconfig, package.json, etc. required)That basically turns JS into the async equivalent of python and is great for boring sysadmin tasks."
avryhof,"on Oct 2, 2023","Where I work, it just means I have to maintain my own infrastructure in addition to being a developer."
lifeisstillgood,"on Oct 1, 2023",Nobody knows anythingThe difficult paradoxes have not been resolvedNo-one can say this loudly because there is no safe space
lifeisstillgood,"on Oct 1, 2023","Nobody Knows AnythingFor a given level of complexity in an organisation, talk to any 10 experts on the subject in the organisation (ie how does the foobar process work) and you will find blind men describing an elephant.  All technically correct but all missing important partsThe paradoxesAt some point an organisation acquired or grew an antogonistic part. Both cannot really exist but both have not been removed.  Think either Google search vs Google ad sales (if you return perfect search terms each time, you get less page views hence less ad impressions. Make search worse get more ads served).  Or simply other non core businesses.  Pretty much every non-tech mega corp is really dozens and dozens of smaller businesses with a shared treasury so they can ride out each others ups and downs.  But one or two businesses are really carrying oat of the load.Anyway, you can find paradoxes or conflicts of interest in all businesses and badly aligned incentives hurt everyone.Someone should fix that.  Not me I don't have the power (indeed usually only the orignal centralmfounder has power to)Safe spacesYeah these don't exist. If you ain't upbeat publically you are seen as trying to pull everyone else under.  So how are problems acknowledged let alone fixed? Dunno.What would really help would be free speech, open conversations and discussions based on data that can inform policy and provide impetus to chnage. we (kinda) have this in western journalism / media (including social media).  But absolutely no large corporation anywhere has a open discussion area where different factions can raise their concerns.  there are of course political infighting amoungst the powerful elites of the corporation but that's not the same thing - they might even be accurate about the problems but no one else knows.Democracy mattersSorry this was supposed to be about devops - and it kinda is.  Most large corps have some devops thing going on where ""this time we will fix it all for everyone"" - but has there been open conversations with data supporting it from all parts of the org? oh come on."
jlbooker,"on Oct 2, 2023",This return a 404 now. Anyone have a better link?
MostlyAmiable,"on Oct 2, 2023",Apparently it was plagiarized from here: https://medium.com/@mbianchidev/2023-devops-is-terrible-ec88...
cdnsteve,"on Oct 2, 2023",Isn't this what PaaS is suppose to solve?
hgopolis,"on Oct 2, 2023","Sysadmin, devops, platform eng all suffer from made up problems.What’s IAM?Access control.What’s a firewall?Access control.What’s a route table?Access control.What are resource limits and reservations?Access control.Yet years of legacy solutions has us discussing all these things as if they are fundamentally different. User management comes wrapped in vacuous jargon. Network addressing schemes are completely design by the pocket protector committee (fuck off they can be wrapped in abstraction that is less obtuse jargon and more memorable/mnemonic).There are no users, groups, or network routes in the machine. Devops is obtuse access control because a lot of companies can make money from insuring its obtuse access control."
rswail,"on Oct 2, 2023","Calling a route table ""access control"" is not useful.It's not access control, it's literally in the name, it is about navigation of the network via routes.As for your comment about the ""pocket protector committee"" that's just ad hominem attacks on the people that keep the internet running.Saying that NDP is more complicated than ARP/RARP etc because it has a different name is, again, attacking actual needs because it's more complicated than the protocol it replaces.A network ACL is access control (it's in the name), L2 VLANs may be used for network separation, but they're also used for switches to be able to not have to broadcast packets across all their ports.If you want to downplay the different requirements that the different forms of resource management require as ""access control"", then all you're doing is removing all meaning from the term ""access control"" in the first place."
hgopolis,"on Oct 2, 2023",I design motherboards for network devices; I keep the internet going.Routes are inaccessible without access to them. The underlying machine states to check for access to a route is algorithmically similar to the other checking for user access.It’s unfortunate so many are allowed to work in IT with cliff notes level awareness of how technology works.The layers of indirection you work with are the knobs and buttons people like me choose. You merely obfuscate with vacuous jargon to serve your career goals.
rswail,"on Oct 6, 2023","Well aren't you just the genius holding the internet together.Of course the underlying algos are similar, because they are table matching and they are also doing either min or max matching depending on the requirements.They're also sorted for most efficient access. Does that make sorting somehow part of access control?btw, these days, most of the ""internet"" is expressed either in programmable hardware or in software. Some of those algorithms may be expressed in raw hardware.I work with a guy that makes gzip operate in hardware at 10G speeds, I'm aware of the requirements of networking.I'm also aware of the OSI layers and how they sort of but not quite map to L1-4 of modern networks, which only have those names because of OSI.So don't insult people here because you do some low level network design."
batmansmk,"on Oct 1, 2023",N/A
smcleod,"on Oct 1, 2023","DevOps isn’t a role, it’s values and ways of working."
SerCe,"on Oct 1, 2023","Yes, unfortunately, the misconception that DevOps is a role or person, rather than a culture, is the root of most problems with DevOps, DevSecOps, and DevSecMlTriceratops."
